id,genre,track_name,location,preview_url,filename,artist,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,mood
18JxYMTSFKZlxqdNFrOs1r,classical,"Prelude in B minor, BWV 855a (Arr. by Alexander Siloti)","./scrapes/Relaxing/Prelude in B minor, BWV 855a (Arr. by Alexander Siloti).mp3",https://p.scdn.co/mp3-preview/1c47602b4f581e8b139e8b69e1f2fb77ade9618d?cid=04efa8f320b849739fa98c7d12ffbe9c,"Prelude in B minor, BWV 855a (Arr. by Alexander Siloti).mp3",Johann Sebastian Bach,0.182,0.0377,11,-33.748,0,0.0391,0.987,0.957,0.0804,0.0923,100.482,Relaxing
5WEmDvDiRpE7p3y8SMMAPJ,choral,Henry V: Henry V: Touch her soft lips and part,./scrapes/Relaxing/Henry V: Henry V: Touch her soft lips and part.mp3,https://p.scdn.co/mp3-preview/1ac311b3686787b17a7bb2312607b2a1ec7331f6?cid=04efa8f320b849739fa98c7d12ffbe9c,Henry V: Henry V: Touch her soft lips and part.mp3,John Rutter,0.146,0.019,0,-31.365,1,0.0476,0.92,0.878,0.0864,0.0492,81.526,Relaxing
5WEmDvDiRpE7p3y8SMMAPJ,british modern classical,Henry V: Henry V: Touch her soft lips and part,./scrapes/Relaxing/Henry V: Henry V: Touch her soft lips and part.mp3,https://p.scdn.co/mp3-preview/1ac311b3686787b17a7bb2312607b2a1ec7331f6?cid=04efa8f320b849739fa98c7d12ffbe9c,Henry V: Henry V: Touch her soft lips and part.mp3,William Walton,0.146,0.019,0,-31.365,1,0.0476,0.92,0.878,0.0864,0.0492,81.526,Relaxing
5WEmDvDiRpE7p3y8SMMAPJ,classical,Henry V: Henry V: Touch her soft lips and part,./scrapes/Relaxing/Henry V: Henry V: Touch her soft lips and part.mp3,https://p.scdn.co/mp3-preview/1ac311b3686787b17a7bb2312607b2a1ec7331f6?cid=04efa8f320b849739fa98c7d12ffbe9c,Henry V: Henry V: Touch her soft lips and part.mp3,William Walton,0.146,0.019,0,-31.365,1,0.0476,0.92,0.878,0.0864,0.0492,81.526,Relaxing
0ehvSWC15JKhz5us5aOBjL,scorecore,much loved,./scrapes/Relaxing/much loved.mp3,https://p.scdn.co/mp3-preview/8070342fc084c0839dcec369bf1ab79105c033d8?cid=04efa8f320b849739fa98c7d12ffbe9c,much loved.mp3,Rachel Portman,0.128,0.0194,4,-24.941,1,0.0388,0.99,0.946,0.069,0.09,75.818,Relaxing
0jOnZhF75V68VsBObWx2XO,classical performance,"The Carnival of the Animals, R. 125: XIII. The Swan (Arr. for Cello and Piano)","./scrapes/Relaxing/The Carnival of the Animals, R. 125: XIII. The Swan (Arr. for Cello and Piano).mp3",https://p.scdn.co/mp3-preview/28857efb335b1ca10e02f1612c426b9810cf2a34?cid=04efa8f320b849739fa98c7d12ffbe9c,"The Carnival of the Animals, R. 125: XIII. The Swan (Arr. for Cello and Piano).mp3",Kathryn Stott,0.169,0.0161,9,-31.034,0,0.0442,0.986,0.86,0.0805,0.0573,128.143,Relaxing
4a8dR8XKOBOMxUSr8UT58W,baroque,"Concerto en ré mineur, BWV 974: II. Adagio","./scrapes/Relaxing/Concerto en ré mineur, BWV 974: II. Adagio.mp3",https://p.scdn.co/mp3-preview/ab2f5e875dcbd159e83dab413d33371a3b201a44?cid=04efa8f320b849739fa98c7d12ffbe9c,"Concerto en ré mineur, BWV 974: II. Adagio.mp3",Johann Sebastian Bach,0.354,0.0322,2,-27.492,0,0.0435,0.992,0.955,0.104,0.0638,67.872,Relaxing
6y1FgcqMY76hCk9qLxUuy4,american orchestra,3 Spirituals for Orchestra: No. 2. Kum Bab Yah,./scrapes/Relaxing/3 Spirituals for Orchestra: No. 2. Kum Bab Yah.mp3,https://p.scdn.co/mp3-preview/ebaefe998ae27e4aec15242fea924024622bb587?cid=04efa8f320b849739fa98c7d12ffbe9c,3 Spirituals for Orchestra: No. 2. Kum Bab Yah.mp3,Virginia Symphony Orchestra,0.141,0.00268,2,-37.571,0,0.0427,0.945,0.601,0.0756,0.0386,140.372,Relaxing
18JxYMTSFKZlxqdNFrOs1r,classical performance,"Prelude in B minor, BWV 855a (Arr. by Alexander Siloti)","./scrapes/Relaxing/Prelude in B minor, BWV 855a (Arr. by Alexander Siloti).mp3",https://p.scdn.co/mp3-preview/1c47602b4f581e8b139e8b69e1f2fb77ade9618d?cid=04efa8f320b849739fa98c7d12ffbe9c,"Prelude in B minor, BWV 855a (Arr. by Alexander Siloti).mp3",Khatia Buniatishvili,0.182,0.0377,11,-33.748,0,0.0391,0.987,0.957,0.0804,0.0923,100.482,Relaxing
5KIOfWtUEKrxDNi4OnIpg2,dub techno,Avril 14th (Aphex Twin) - Vanessa Wagner Version,./scrapes/Relaxing/Avril 14th (Aphex Twin) - Vanessa Wagner Version.mp3,https://p.scdn.co/mp3-preview/88c33d202c8268616e4512565933fad205cd7585?cid=04efa8f320b849739fa98c7d12ffbe9c,Avril 14th (Aphex Twin) - Vanessa Wagner Version.mp3,Murcof,0.395,0.0826,5,-18.982,0,0.0432,0.995,0.93,0.126,0.119,93.288,Relaxing
1juisCcrVdwoLbDWyVvNrX,post-romantic era,"6 Impromptus, Op. 5: Impromptu VI","./scrapes/Relaxing/6 Impromptus, Op. 5: Impromptu VI.mp3",https://p.scdn.co/mp3-preview/2813d724b0ff345c5c4a5b48c3ac4c72f9f5c1bc?cid=04efa8f320b849739fa98c7d12ffbe9c,"6 Impromptus, Op. 5: Impromptu VI.mp3",Jean Sibelius,0.448,0.0052,4,-36.512,1,0.0564,0.995,0.88,0.0698,0.0398,62.171,Relaxing
1juisCcrVdwoLbDWyVvNrX,finnish classical,"6 Impromptus, Op. 5: Impromptu VI","./scrapes/Relaxing/6 Impromptus, Op. 5: Impromptu VI.mp3",https://p.scdn.co/mp3-preview/2813d724b0ff345c5c4a5b48c3ac4c72f9f5c1bc?cid=04efa8f320b849739fa98c7d12ffbe9c,"6 Impromptus, Op. 5: Impromptu VI.mp3",Jean Sibelius,0.448,0.0052,4,-36.512,1,0.0564,0.995,0.88,0.0698,0.0398,62.171,Relaxing
5k4Eagqnz3YKdMLjSSi0DD,classical performance,El cant dels ocells (Song of the Birds) (version for cello and orchestra),./scrapes/Relaxing/El cant dels ocells (Song of the Birds) (version for cello and orchestra).mp3,https://p.scdn.co/mp3-preview/6fd43f3aebe3693680d7845910bce8c0365b1fc4?cid=04efa8f320b849739fa98c7d12ffbe9c,El cant dels ocells (Song of the Birds) (version for cello and orchestra).mp3,Harriet Krijgh,0.16,0.0261,9,-33.263,0,0.0517,0.917,0.232,0.113,0.0305,88.549,Relaxing
7lFRAFQ2f2AmWOefaiV4wb,russian romanticism,"Scriabin: 24 Preludes, Op. 11: No. 21 in B Flat Major","./scrapes/Relaxing/Scriabin: 24 Preludes, Op. 11: No. 21 in B Flat Major.mp3",https://p.scdn.co/mp3-preview/b4d5b4183eeb44a21b4876d4bc4b811b6dc22653?cid=04efa8f320b849739fa98c7d12ffbe9c,"Scriabin: 24 Preludes, Op. 11: No. 21 in B Flat Major.mp3",Alexander Scriabin,0.221,0.00193,3,-43.209,1,0.0409,0.992,0.956,0.0805,0.347,69.843,Relaxing
5k4Eagqnz3YKdMLjSSi0DD,german orchestra,El cant dels ocells (Song of the Birds) (version for cello and orchestra),./scrapes/Relaxing/El cant dels ocells (Song of the Birds) (version for cello and orchestra).mp3,https://p.scdn.co/mp3-preview/6fd43f3aebe3693680d7845910bce8c0365b1fc4?cid=04efa8f320b849739fa98c7d12ffbe9c,El cant dels ocells (Song of the Birds) (version for cello and orchestra).mp3,Deutsche Staatsphilharmonie Rheinland-Pfalz,0.16,0.0261,9,-33.263,0,0.0517,0.917,0.232,0.113,0.0305,88.549,Relaxing
2EAgTVB2EdsMdqaqOk062L,classical,Frühlingsglaube (Arr. Franz Liszt),./scrapes/Relaxing/Frühlingsglaube (Arr. Franz Liszt).mp3,https://p.scdn.co/mp3-preview/5de5fbab7d0060ce3bab3e2a3462aabb79bc69ff?cid=04efa8f320b849739fa98c7d12ffbe9c,Frühlingsglaube (Arr. Franz Liszt).mp3,Franz Schubert,0.227,0.00482,8,-36.351,1,0.036,0.993,0.912,0.157,0.0731,70.684,Relaxing
5KIOfWtUEKrxDNi4OnIpg2,neo-classical,Avril 14th (Aphex Twin) - Vanessa Wagner Version,./scrapes/Relaxing/Avril 14th (Aphex Twin) - Vanessa Wagner Version.mp3,https://p.scdn.co/mp3-preview/88c33d202c8268616e4512565933fad205cd7585?cid=04efa8f320b849739fa98c7d12ffbe9c,Avril 14th (Aphex Twin) - Vanessa Wagner Version.mp3,Murcof,0.395,0.0826,5,-18.982,0,0.0432,0.995,0.93,0.126,0.119,93.288,Relaxing
5KIOfWtUEKrxDNi4OnIpg2,intelligent dance music,Avril 14th (Aphex Twin) - Vanessa Wagner Version,./scrapes/Relaxing/Avril 14th (Aphex Twin) - Vanessa Wagner Version.mp3,https://p.scdn.co/mp3-preview/88c33d202c8268616e4512565933fad205cd7585?cid=04efa8f320b849739fa98c7d12ffbe9c,Avril 14th (Aphex Twin) - Vanessa Wagner Version.mp3,Murcof,0.395,0.0826,5,-18.982,0,0.0432,0.995,0.93,0.126,0.119,93.288,Relaxing
7lFRAFQ2f2AmWOefaiV4wb,late romantic era,"Scriabin: 24 Preludes, Op. 11: No. 21 in B Flat Major","./scrapes/Relaxing/Scriabin: 24 Preludes, Op. 11: No. 21 in B Flat Major.mp3",https://p.scdn.co/mp3-preview/b4d5b4183eeb44a21b4876d4bc4b811b6dc22653?cid=04efa8f320b849739fa98c7d12ffbe9c,"Scriabin: 24 Preludes, Op. 11: No. 21 in B Flat Major.mp3",Alexander Scriabin,0.221,0.00193,3,-43.209,1,0.0409,0.992,0.956,0.0805,0.347,69.843,Relaxing
5SFdpYdc4uDqkQqW7UzSqB,baroque,"De Visée / Transcr. Garcia: Pièces de théorbe et de luth, Suite en la mineur: IV. Sarabande","./scrapes/Relaxing/De Visée / Transcr. Garcia: Pièces de théorbe et de luth, Suite en la mineur: IV. Sarabande.mp3",https://p.scdn.co/mp3-preview/d6d6affd0d2a3acd61b74c8d0d940e8d15f67d08?cid=04efa8f320b849739fa98c7d12ffbe9c,"De Visée / Transcr. Garcia: Pièces de théorbe et de luth, Suite en la mineur: IV. Sarabande.mp3",Robert de Visée,0.389,0.0187,9,-30.859,0,0.0444,0.995,0.903,0.0864,0.294,135.595,Relaxing
3Rw0Rg4LjlYnuxIyioW3vg,violin,Violin Concerto No. 10 in G Major: Largo,./scrapes/Relaxing/Violin Concerto No. 10 in G Major: Largo.mp3,https://p.scdn.co/mp3-preview/dcd7509b9d9c7834cf47624d755695c8dd11f611?cid=04efa8f320b849739fa98c7d12ffbe9c,Violin Concerto No. 10 in G Major: Largo.mp3,Zhou Qian,0.212,0.0517,2,-24.467,1,0.0525,0.928,0.639,0.112,0.152,185.678,Relaxing
3C8Xxgad3ejXfJ0RiJq9G1,early modern classical,"Suite d'orchestre dans le style ancien, Op. 2: II. Sarabande. Mesto","./scrapes/Relaxing/Suite d'orchestre dans le style ancien, Op. 2: II. Sarabande. Mesto.mp3",https://p.scdn.co/mp3-preview/b785073a11a1d832486bd3007e2c7d299fcf68f7?cid=04efa8f320b849739fa98c7d12ffbe9c,"Suite d'orchestre dans le style ancien, Op. 2: II. Sarabande. Mesto.mp3",Albéric Magnard,0.171,0.00926,7,-31.675,0,0.044,0.993,0.946,0.128,0.0399,116.418,Relaxing
6tmzIxHREnZzKSDMm6CNNS,classical,"Poulenc: Cello Sonata, FP 143: II. Cavatine","./scrapes/Relaxing/Poulenc: Cello Sonata, FP 143: II. Cavatine.mp3",https://p.scdn.co/mp3-preview/d4ab2ed2ccba0fc9e052416e906331134e7f4b6e?cid=04efa8f320b849739fa98c7d12ffbe9c,"Poulenc: Cello Sonata, FP 143: II. Cavatine.mp3",Francis Poulenc,0.13,0.00924,6,-27.853,1,0.0448,0.988,0.909,0.0849,0.0369,77.307,Relaxing
1XJMRdFSgkrmw2cXLJOD0b,american modern classical,"3 Visions: No. 2, Summerland","./scrapes/Relaxing/3 Visions: No. 2, Summerland.mp3",https://p.scdn.co/mp3-preview/13383b7efe32366e18f618af89f666ee56670b44?cid=04efa8f320b849739fa98c7d12ffbe9c,"3 Visions: No. 2, Summerland.mp3",William Grant Still,0.46,0.00618,6,-28.121,1,0.0481,0.994,0.89,0.0896,0.086,67.12,Relaxing
2EAgTVB2EdsMdqaqOk062L,classical,Frühlingsglaube (Arr. Franz Liszt),./scrapes/Relaxing/Frühlingsglaube (Arr. Franz Liszt).mp3,https://p.scdn.co/mp3-preview/5de5fbab7d0060ce3bab3e2a3462aabb79bc69ff?cid=04efa8f320b849739fa98c7d12ffbe9c,Frühlingsglaube (Arr. Franz Liszt).mp3,Franz Schubert,0.227,0.00482,8,-36.351,1,0.036,0.993,0.912,0.157,0.0731,70.684,Relaxing
5bu9A6uphPWg39RC3ZKeku,german baroque,"Goldberg Variations, BWV 988: Aria","./scrapes/Relaxing/Goldberg Variations, BWV 988: Aria.mp3",https://p.scdn.co/mp3-preview/b0fc27343a7c115a83cc44c865331082feda9432?cid=04efa8f320b849739fa98c7d12ffbe9c,"Goldberg Variations, BWV 988: Aria.mp3",Johann Sebastian Bach,0.454,0.0139,4,-29.966,0,0.0514,0.995,0.943,0.0736,0.244,130.253,Relaxing
36EnMgx9PmtnzUtmKwI63h,german baroque,"Goldberg Variations, BWV 988: Variation 1 (Arr. for Harp)","./scrapes/Relaxing/Goldberg Variations, BWV 988: Variation 1 (Arr. for Harp).mp3",https://p.scdn.co/mp3-preview/f9826e300974e6ac91ebe806e774954fbfd98f3f?cid=04efa8f320b849739fa98c7d12ffbe9c,"Goldberg Variations, BWV 988: Variation 1 (Arr. for Harp).mp3",Johann Sebastian Bach,0.354,0.116,4,-28.692,0,0.0399,0.987,0.883,0.124,0.181,82.627,Relaxing
6IihP5ExawBf9ddqN5fO6k,british classical piano,Moonbeams,./scrapes/Relaxing/Moonbeams.mp3,https://p.scdn.co/mp3-preview/1357c8b47950cd71006cc4e410ac4f9222e241ca?cid=04efa8f320b849739fa98c7d12ffbe9c,Moonbeams.mp3,Duncan Honeybourne,0.374,0.0368,9,-28.556,0,0.0421,0.988,0.908,0.177,0.122,63.895,Relaxing
3MRQn2RYo2VLYMoStnLRxu,neoclassicism,"Ravel: Pavane pour une infante défunte, M. 19","./scrapes/Relaxing/Ravel: Pavane pour une infante défunte, M. 19.mp3",https://p.scdn.co/mp3-preview/1bd04a0ca1ea39f7074420b748770d80417a3a19?cid=04efa8f320b849739fa98c7d12ffbe9c,"Ravel: Pavane pour une infante défunte, M. 19.mp3",Maurice Ravel,0.491,0.0176,4,-26.911,0,0.0644,0.994,0.927,0.0985,0.0901,125.793,Relaxing
2EAgTVB2EdsMdqaqOk062L,russian classical piano,Frühlingsglaube (Arr. Franz Liszt),./scrapes/Relaxing/Frühlingsglaube (Arr. Franz Liszt).mp3,https://p.scdn.co/mp3-preview/5de5fbab7d0060ce3bab3e2a3462aabb79bc69ff?cid=04efa8f320b849739fa98c7d12ffbe9c,Frühlingsglaube (Arr. Franz Liszt).mp3,Daniil Trifonov,0.227,0.00482,8,-36.351,1,0.036,0.993,0.912,0.157,0.0731,70.684,Relaxing
4a8dR8XKOBOMxUSr8UT58W,classical performance,"Concerto en ré mineur, BWV 974: II. Adagio","./scrapes/Relaxing/Concerto en ré mineur, BWV 974: II. Adagio.mp3",https://p.scdn.co/mp3-preview/ab2f5e875dcbd159e83dab413d33371a3b201a44?cid=04efa8f320b849739fa98c7d12ffbe9c,"Concerto en ré mineur, BWV 974: II. Adagio.mp3",Alexandre Tharaud,0.354,0.0322,2,-27.492,0,0.0435,0.992,0.955,0.104,0.0638,67.872,Relaxing
5bu9A6uphPWg39RC3ZKeku,classical piano,"Goldberg Variations, BWV 988: Aria","./scrapes/Relaxing/Goldberg Variations, BWV 988: Aria.mp3",https://p.scdn.co/mp3-preview/b0fc27343a7c115a83cc44c865331082feda9432?cid=04efa8f320b849739fa98c7d12ffbe9c,"Goldberg Variations, BWV 988: Aria.mp3",Glenn Gould,0.454,0.0139,4,-29.966,0,0.0514,0.995,0.943,0.0736,0.244,130.253,Relaxing
5k4Eagqnz3YKdMLjSSi0DD,classical cello,El cant dels ocells (Song of the Birds) (version for cello and orchestra),./scrapes/Relaxing/El cant dels ocells (Song of the Birds) (version for cello and orchestra).mp3,https://p.scdn.co/mp3-preview/6fd43f3aebe3693680d7845910bce8c0365b1fc4?cid=04efa8f320b849739fa98c7d12ffbe9c,El cant dels ocells (Song of the Birds) (version for cello and orchestra).mp3,Harriet Krijgh,0.16,0.0261,9,-33.263,0,0.0517,0.917,0.232,0.113,0.0305,88.549,Relaxing
0jOnZhF75V68VsBObWx2XO,french romanticism,"The Carnival of the Animals, R. 125: XIII. The Swan (Arr. for Cello and Piano)","./scrapes/Relaxing/The Carnival of the Animals, R. 125: XIII. The Swan (Arr. for Cello and Piano).mp3",https://p.scdn.co/mp3-preview/28857efb335b1ca10e02f1612c426b9810cf2a34?cid=04efa8f320b849739fa98c7d12ffbe9c,"The Carnival of the Animals, R. 125: XIII. The Swan (Arr. for Cello and Piano).mp3",Camille Saint-Saëns,0.169,0.0161,9,-31.034,0,0.0442,0.986,0.86,0.0805,0.0573,128.143,Relaxing
1XJMRdFSgkrmw2cXLJOD0b,harlem renaissance,"3 Visions: No. 2, Summerland","./scrapes/Relaxing/3 Visions: No. 2, Summerland.mp3",https://p.scdn.co/mp3-preview/13383b7efe32366e18f618af89f666ee56670b44?cid=04efa8f320b849739fa98c7d12ffbe9c,"3 Visions: No. 2, Summerland.mp3",William Grant Still,0.46,0.00618,6,-28.121,1,0.0481,0.994,0.89,0.0896,0.086,67.12,Relaxing
0ehvSWC15JKhz5us5aOBjL,soundtrack,much loved,./scrapes/Relaxing/much loved.mp3,https://p.scdn.co/mp3-preview/8070342fc084c0839dcec369bf1ab79105c033d8?cid=04efa8f320b849739fa98c7d12ffbe9c,much loved.mp3,Rachel Portman,0.128,0.0194,4,-24.941,1,0.0388,0.99,0.946,0.069,0.09,75.818,Relaxing
36EnMgx9PmtnzUtmKwI63h,baroque,"Goldberg Variations, BWV 988: Variation 1 (Arr. for Harp)","./scrapes/Relaxing/Goldberg Variations, BWV 988: Variation 1 (Arr. for Harp).mp3",https://p.scdn.co/mp3-preview/f9826e300974e6ac91ebe806e774954fbfd98f3f?cid=04efa8f320b849739fa98c7d12ffbe9c,"Goldberg Variations, BWV 988: Variation 1 (Arr. for Harp).mp3",Johann Sebastian Bach,0.354,0.116,4,-28.692,0,0.0399,0.987,0.883,0.124,0.181,82.627,Relaxing
5WEmDvDiRpE7p3y8SMMAPJ,british contemporary classical,Henry V: Henry V: Touch her soft lips and part,./scrapes/Relaxing/Henry V: Henry V: Touch her soft lips and part.mp3,https://p.scdn.co/mp3-preview/1ac311b3686787b17a7bb2312607b2a1ec7331f6?cid=04efa8f320b849739fa98c7d12ffbe9c,Henry V: Henry V: Touch her soft lips and part.mp3,John Rutter,0.146,0.019,0,-31.365,1,0.0476,0.92,0.878,0.0864,0.0492,81.526,Relaxing
4a8dR8XKOBOMxUSr8UT58W,german baroque,"Concerto en ré mineur, BWV 974: II. Adagio","./scrapes/Relaxing/Concerto en ré mineur, BWV 974: II. Adagio.mp3",https://p.scdn.co/mp3-preview/ab2f5e875dcbd159e83dab413d33371a3b201a44?cid=04efa8f320b849739fa98c7d12ffbe9c,"Concerto en ré mineur, BWV 974: II. Adagio.mp3",Johann Sebastian Bach,0.354,0.0322,2,-27.492,0,0.0435,0.992,0.955,0.104,0.0638,67.872,Relaxing
6JPzlzHHdqIdmu28qBHdGF,russian romanticism,"10 Préludes, Op. 23: No. 10 in G-Flat Major - Live","./scrapes/Relaxing/10 Préludes, Op. 23: No. 10 in G-Flat Major - Live.mp3",https://p.scdn.co/mp3-preview/9cf1e24cdca08b4e3aaf08653c660ddfff99d070?cid=04efa8f320b849739fa98c7d12ffbe9c,"10 Préludes, Op. 23: No. 10 in G-Flat Major - Live.mp3",Sergei Rachmaninoff,0.302,0.00448,6,-31.704,1,0.0463,0.995,0.84,0.045,0.0452,71.056,Relaxing
1XJMRdFSgkrmw2cXLJOD0b,harlem renaissance,"3 Visions: No. 2, Summerland","./scrapes/Relaxing/3 Visions: No. 2, Summerland.mp3",https://p.scdn.co/mp3-preview/13383b7efe32366e18f618af89f666ee56670b44?cid=04efa8f320b849739fa98c7d12ffbe9c,"3 Visions: No. 2, Summerland.mp3",William Grant Still,0.46,0.00618,6,-28.121,1,0.0481,0.994,0.89,0.0896,0.086,67.12,Relaxing
5WEmDvDiRpE7p3y8SMMAPJ,british modern classical,Henry V: Henry V: Touch her soft lips and part,./scrapes/Relaxing/Henry V: Henry V: Touch her soft lips and part.mp3,https://p.scdn.co/mp3-preview/1ac311b3686787b17a7bb2312607b2a1ec7331f6?cid=04efa8f320b849739fa98c7d12ffbe9c,Henry V: Henry V: Touch her soft lips and part.mp3,William Walton,0.146,0.019,0,-31.365,1,0.0476,0.92,0.878,0.0864,0.0492,81.526,Relaxing
36EnMgx9PmtnzUtmKwI63h,german baroque,"Goldberg Variations, BWV 988: Variation 1 (Arr. for Harp)","./scrapes/Relaxing/Goldberg Variations, BWV 988: Variation 1 (Arr. for Harp).mp3",https://p.scdn.co/mp3-preview/f9826e300974e6ac91ebe806e774954fbfd98f3f?cid=04efa8f320b849739fa98c7d12ffbe9c,"Goldberg Variations, BWV 988: Variation 1 (Arr. for Harp).mp3",Johann Sebastian Bach,0.354,0.116,4,-28.692,0,0.0399,0.987,0.883,0.124,0.181,82.627,Relaxing
5bu9A6uphPWg39RC3ZKeku,classical,"Goldberg Variations, BWV 988: Aria","./scrapes/Relaxing/Goldberg Variations, BWV 988: Aria.mp3",https://p.scdn.co/mp3-preview/b0fc27343a7c115a83cc44c865331082feda9432?cid=04efa8f320b849739fa98c7d12ffbe9c,"Goldberg Variations, BWV 988: Aria.mp3",Johann Sebastian Bach,0.454,0.0139,4,-29.966,0,0.0514,0.995,0.943,0.0736,0.244,130.253,Relaxing
5bu9A6uphPWg39RC3ZKeku,early music,"Goldberg Variations, BWV 988: Aria","./scrapes/Relaxing/Goldberg Variations, BWV 988: Aria.mp3",https://p.scdn.co/mp3-preview/b0fc27343a7c115a83cc44c865331082feda9432?cid=04efa8f320b849739fa98c7d12ffbe9c,"Goldberg Variations, BWV 988: Aria.mp3",Johann Sebastian Bach,0.454,0.0139,4,-29.966,0,0.0514,0.995,0.943,0.0736,0.244,130.253,Relaxing
3LRYwBJECFeQGi16cPxEZY,contemporary classical piano,Wasserklavier,./scrapes/Relaxing/Wasserklavier.mp3,https://p.scdn.co/mp3-preview/670f66ec84121d851c05525987ce5a8439a171c6?cid=04efa8f320b849739fa98c7d12ffbe9c,Wasserklavier.mp3,David Arden,0.32,0.00157,10,-43.77,0,0.0715,0.985,0.0465,0.05,0.109,78.685,Relaxing
1juisCcrVdwoLbDWyVvNrX,early modern classical,"6 Impromptus, Op. 5: Impromptu VI","./scrapes/Relaxing/6 Impromptus, Op. 5: Impromptu VI.mp3",https://p.scdn.co/mp3-preview/2813d724b0ff345c5c4a5b48c3ac4c72f9f5c1bc?cid=04efa8f320b849739fa98c7d12ffbe9c,"6 Impromptus, Op. 5: Impromptu VI.mp3",Jean Sibelius,0.448,0.0052,4,-36.512,1,0.0564,0.995,0.88,0.0698,0.0398,62.171,Relaxing
2EAgTVB2EdsMdqaqOk062L,classical era,Frühlingsglaube (Arr. Franz Liszt),./scrapes/Relaxing/Frühlingsglaube (Arr. Franz Liszt).mp3,https://p.scdn.co/mp3-preview/5de5fbab7d0060ce3bab3e2a3462aabb79bc69ff?cid=04efa8f320b849739fa98c7d12ffbe9c,Frühlingsglaube (Arr. Franz Liszt).mp3,Franz Schubert,0.227,0.00482,8,-36.351,1,0.036,0.993,0.912,0.157,0.0731,70.684,Relaxing
1NechTDnTtSaciAT6gmvJQ,german romanticism,"Schumann: 12 Gedichte aus Liebesfrühling, Op. 37: No. 11: Warum willst du andre fragen","./scrapes/Relaxing/Schumann: 12 Gedichte aus Liebesfrühling, Op. 37: No. 11: Warum willst du andre fragen.mp3",https://p.scdn.co/mp3-preview/b45678947e09f1b06017bd2f92909a9fcd9ea7ed?cid=04efa8f320b849739fa98c7d12ffbe9c,"Schumann: 12 Gedichte aus Liebesfrühling, Op. 37: No. 11: Warum willst du andre fragen.mp3",Clara Schumann,0.238,0.00484,8,-31.76,1,0.0393,0.995,0.95,0.121,0.0394,70.821,Relaxing
1XJMRdFSgkrmw2cXLJOD0b,early modern classical,"3 Visions: No. 2, Summerland","./scrapes/Relaxing/3 Visions: No. 2, Summerland.mp3",https://p.scdn.co/mp3-preview/13383b7efe32366e18f618af89f666ee56670b44?cid=04efa8f320b849739fa98c7d12ffbe9c,"3 Visions: No. 2, Summerland.mp3",William Grant Still,0.46,0.00618,6,-28.121,1,0.0481,0.994,0.89,0.0896,0.086,67.12,Relaxing
5TtmI9sfXw4VXco0PE21mV,classical,"2 Aquarelles: Lento, ma non troppo","./scrapes/Relaxing/2 Aquarelles: Lento, ma non troppo.mp3",https://p.scdn.co/mp3-preview/63f535d010b7a110962b813fa7709f5cb117905f?cid=04efa8f320b849739fa98c7d12ffbe9c,"2 Aquarelles: Lento, ma non troppo.mp3",Frederick Delius,0.176,0.0534,10,-27.626,1,0.0406,0.97,0.915,0.29,0.0332,71.673,Relaxing
6JPzlzHHdqIdmu28qBHdGF,post-romantic era,"10 Préludes, Op. 23: No. 10 in G-Flat Major - Live","./scrapes/Relaxing/10 Préludes, Op. 23: No. 10 in G-Flat Major - Live.mp3",https://p.scdn.co/mp3-preview/9cf1e24cdca08b4e3aaf08653c660ddfff99d070?cid=04efa8f320b849739fa98c7d12ffbe9c,"10 Préludes, Op. 23: No. 10 in G-Flat Major - Live.mp3",Sergei Rachmaninoff,0.302,0.00448,6,-31.704,1,0.0463,0.995,0.84,0.045,0.0452,71.056,Relaxing
5k4Eagqnz3YKdMLjSSi0DD,classical performance,El cant dels ocells (Song of the Birds) (version for cello and orchestra),./scrapes/Relaxing/El cant dels ocells (Song of the Birds) (version for cello and orchestra).mp3,https://p.scdn.co/mp3-preview/6fd43f3aebe3693680d7845910bce8c0365b1fc4?cid=04efa8f320b849739fa98c7d12ffbe9c,El cant dels ocells (Song of the Birds) (version for cello and orchestra).mp3,Harriet Krijgh,0.16,0.0261,9,-33.263,0,0.0517,0.917,0.232,0.113,0.0305,88.549,Relaxing
7lFRAFQ2f2AmWOefaiV4wb,late romantic era,"Scriabin: 24 Preludes, Op. 11: No. 21 in B Flat Major","./scrapes/Relaxing/Scriabin: 24 Preludes, Op. 11: No. 21 in B Flat Major.mp3",https://p.scdn.co/mp3-preview/b4d5b4183eeb44a21b4876d4bc4b811b6dc22653?cid=04efa8f320b849739fa98c7d12ffbe9c,"Scriabin: 24 Preludes, Op. 11: No. 21 in B Flat Major.mp3",Alexander Scriabin,0.221,0.00193,3,-43.209,1,0.0409,0.992,0.956,0.0805,0.347,69.843,Relaxing
5WEmDvDiRpE7p3y8SMMAPJ,chamber choir,Henry V: Henry V: Touch her soft lips and part,./scrapes/Relaxing/Henry V: Henry V: Touch her soft lips and part.mp3,https://p.scdn.co/mp3-preview/1ac311b3686787b17a7bb2312607b2a1ec7331f6?cid=04efa8f320b849739fa98c7d12ffbe9c,Henry V: Henry V: Touch her soft lips and part.mp3,The Cambridge Singers,0.146,0.019,0,-31.365,1,0.0476,0.92,0.878,0.0864,0.0492,81.526,Relaxing
